Line_ID,Date,Melting_kWh,Core_Making_kWh,Moulding_kWh,Ladle_kWh,Processing_kWh,Total_Line_kWh,Solar_Used_kWh,Grid_Used_kWh
Line_1,2024-01-01,23490.79,1838.99,6550.91,120.7,1398.28,33399.67,14493.2,18906.45
Line_1,2024-01-02,23279.49,1808.61,6588.78,114.24,1379.47,33170.59,13668.5,19502.05
Line_1,2024-01-03,23519.71,1826.23,6608.73,106.8,1405.68,33467.15,14256.42,19210.75
Line_1,2024-01-04,23463.51,1805.32,6568.28,115.68,1413.73,33366.52,13684.18,19682.32
Line_1,2024-01-05,23508.27,1825.12,6555.41,101.4,1367.4,33357.6,14293.84,19063.81
Line_1,2024-01-06,23391.55,1841.66,6544.34,110.59,1391.67,33279.81,13613.83,19666.0
Line_1,2024-01-07,2400.0,0.0,0.0,0.0,0.0,2400.0,1196.72,1203.28
Line_1,2024-01-08,23471.07,1803.77,6571.05,111.83,1388.28,33346.0,14031.39,19314.59
Line_1,2024-01-09,23630.29,1795.5,6553.12,119.36,1428.23,33526.5,11940.01,21586.53
Line_1,2024-01-10,23478.66,1815.95,6578.43,123.85,1376.15,33373.04,14326.24,19046.79
Line_1,2024-01-11,23274.53,1818.44,6563.13,111.73,1418.96,33186.79,14656.58,18530.2
Line_1,2024-01-12,23518.19,1817.25,6546.08,116.34,1398.59,33396.45,14777.06,18619.44
Line_1,2024-01-13,23473.44,1792.56,6588.08,128.86,1412.18,33395.12,14711.53,18683.68
Line_1,2024-01-14,2400.0,0.0,0.0,0.0,0.0,2400.0,1214.64,1185.36
Line_1,2024-01-15,23303.02,1820.1,6582.9,113.21,1421.09,33240.32,14850.63,18389.66
Line_1,2024-01-16,23384.74,1837.18,6602.38,105.36,1401.97,33331.63,14808.47,18523.22
Line_1,2024-01-17,23278.48,1816.8,6597.19,108.39,1413.94,33214.8,14877.67,18337.11
Line_1,2024-01-18,23486.0,1815.23,6565.8,105.38,1402.73,33375.14,14624.92,18750.17
Line_1,2024-01-19,23561.94,1824.26,6596.82,132.64,1376.63,33492.29,14815.9,18676.38
Line_1,2024-01-20,23398.43,1832.47,6524.1,110.21,1389.66,33254.87,14671.04,18583.87
Line_1,2024-01-21,2400.0,0.0,0.0,0.0,0.0,2400.0,1217.29,1182.71
Line_1,2024-01-22,23395.96,1799.92,6617.4,109.29,1396.97,33319.54,14941.39,18378.13
Line_1,2024-01-23,23366.6,1836.17,6580.34,116.41,1425.14,33324.66,15031.41,18293.18
Line_1,2024-01-24,23370.92,1809.76,6542.99,114.82,1365.14,33203.63,15036.89,18166.73
Line_1,2024-01-25,23437.7,1844.62,6546.82,116.42,1377.87,33323.43,15152.28,18171.12
Line_1,2024-01-26,23290.52,1822.8,6565.59,98.16,1392.61,33169.68,14999.9,18169.73
Line_1,2024-01-27,23408.58,1840.13,6561.25,111.3,1369.82,33291.08,15082.69,18208.31
Line_1,2024-01-28,2400.0,0.0,0.0,0.0,0.0,2400.0,1225.7,1174.3
Line_1,2024-01-29,23428.03,1825.85,6522.95,111.74,1404.67,33293.24,15091.58,18201.6
Line_1,2024-01-30,23414.25,1830.91,6528.73,112.59,1379.44,33265.92,15078.04,18187.9
Line_1,2024-01-31,23320.03,1819.59,6582.95,117.3,1389.78,33229.65,15111.68,18117.91
Line_1,2024-02-01,23357.61,1836.36,6592.04,116.98,1387.75,33290.74,15111.83,18178.89
Line_1,2024-02-02,23380.75,1795.68,6594.6,102.55,1418.99,33292.57,15272.01,18020.54
Line_1,2024-02-03,23532.03,1827.93,6502.02,121.13,1407.35,33390.46,15213.59,18176.84
Line_1,2024-02-04,2400.0,0.0,0.0,0.0,0.0,2400.0,1228.12,1171.88
Line_1,2024-02-05,23355.21,1829.37,6591.71,111.91,1390.61,33278.81,15199.31,18079.54
Line_1,2024-02-06,23456.88,1798.85,6535.52,110.99,1385.44,33287.68,15330.5,17957.16
Line_1,2024-02-07,23379.39,1798.27,6533.57,122.54,1403.34,33237.11,15242.12,17995.06
Line_1,2024-02-08,23474.52,1819.34,6545.98,100.99,1399.56,33340.39,15358.75,17981.69
Line_1,2024-02-09,23323.95,1798.92,6520.39,116.62,1390.86,33150.74,15202.39,17948.24
Line_1,2024-02-10,23291.02,1860.72,6539.19,116.15,1397.47,33204.55,15327.66,17876.85
Line_1,2024-02-11,2400.0,0.0,0.0,0.0,0.0,2400.0,1239.84,1160.16
Line_1,2024-02-12,23161.96,1829.06,6539.94,115.15,1410.28,33056.39,15415.35,17641.05
Line_1,2024-02-13,23470.48,1787.75,6539.77,118.31,1393.24,33309.55,15377.84,17931.77
Line_1,2024-02-14,23486.74,1801.67,6557.34,120.55,1424.32,33390.62,15509.51,17881.13
Line_1,2024-02-15,23412.52,1838.19,6562.32,117.25,1422.85,33353.13,15003.15,18349.96
Line_1,2024-02-16,23286.43,1836.45,6522.76,114.18,1398.63,33158.45,15484.3,17674.19
Line_1,2024-02-17,23380.95,1816.68,6581.02,101.48,1394.63,33274.76,15498.15,17776.63
Line_1,2024-02-18,2400.0,0.0,0.0,0.0,0.0,2400.0,1250.23,1149.77
Line_1,2024-02-19,23416.52,1791.4,6547.55,123.44,1387.21,33266.12,14083.07,19183.02
Line_1,2024-02-20,23392.31,1801.04,6579.27,107.87,1389.75,33270.24,15574.89,17695.42
Line_1,2024-02-21,23459.24,1832.44,6578.78,118.14,1383.03,33371.63,15646.45,17725.12
Line_1,2024-02-22,23488.88,1790.05,6531.06,116.4,1408.79,33335.18,15672.63,17662.57
Line_1,2024-02-23,23275.95,1813.55,6607.0,106.18,1389.73,33192.41,15626.62,17565.78
Line_1,2024-02-24,23427.57,1802.65,6526.15,116.69,1383.63,33256.69,15629.99,17626.63
Line_1,2024-02-25,2400.0,0.0,0.0,0.0,0.0,2400.0,1256.88,1143.12
Line_1,2024-02-26,23430.72,1805.14,6563.24,127.6,1399.84,33326.54,15519.31,17807.33
Line_1,2024-02-27,23226.99,1861.3,6512.07,118.22,1390.99,33109.57,15613.54,17496.01
Line_1,2024-02-28,23400.81,1833.2,6589.28,121.65,1400.54,33345.48,15572.13,17773.29
