Timestamp,Line_ID,Part_Produced,Batch_ID,Melting_KW,Melting_PF,Core_Making_KW,Core_Making_PF,Moulding_KW,Moulding_PF,Ladle_KW,Ladle_PF,Processing_KW,Processing_PF,Total_Line_KW,Energy_kWh,Meter_Reading_kWh,Melting_kWh,Core_Making_kWh,Moulding_kWh,Ladle_kWh,Processing_kWh,Total_Line_kWh
2024-01-01 00:00:00,Line_1,Engine Block,01_Line_1_B01,2157.41,0.954,139.71,0.856,358.08,0.817,0.0,0.1,0.0,0.1,2655.2,663.8,663.8,539.35,34.93,89.52,0.0,0.0,663.8
2024-01-01 00:15:00,Line_1,Engine Block,01_Line_1_B01,2052.59,0.969,140.39,0.852,362.49,0.842,0.0,0.1,0.0,0.1,2555.48,638.87,1302.67,513.15,35.1,90.62,0.0,0.0,638.87
2024-01-01 00:30:00,Line_1,Engine Block,01_Line_1_B01,2095.06,0.951,126.07,0.865,358.27,0.839,0.0,0.1,0.0,0.1,2579.4,644.85,1947.52,523.76,31.52,89.57,0.0,0.0,644.85
2024-01-01 00:45:00,Line_1,Engine Block,01_Line_1_B01,2107.1,0.955,137.54,0.874,355.6,0.841,0.0,0.1,0.0,0.1,2600.24,650.06,2597.58,526.78,34.38,88.9,0.0,0.0,650.06
2024-01-01 01:00:00,Line_1,Engine Block,01_Line_1_B01,2151.67,0.959,147.56,0.875,367.86,0.804,0.0,0.1,215.42,0.744,2882.5,720.625,3318.21,537.92,36.89,91.96,0.0,53.86,720.63
2024-01-01 01:15:00,Line_1,Engine Block,01_Line_1_B01,2089.5,0.975,149.95,0.891,373.25,0.831,0.0,0.1,198.07,0.706,2810.77,702.6925,4020.91,522.38,37.49,93.31,0.0,49.52,702.7
2024-01-01 01:30:00,Line_1,,,100.0,0.1,0.0,0.1,383.85,0.832,79.88,0.94,205.85,0.71,769.58,192.395,4213.3,25.0,0.0,95.96,19.97,51.46,192.39
2024-01-01 01:45:00,Line_1,,,100.0,0.1,0.0,0.1,387.9,0.829,0.0,0.1,205.69,0.742,693.59,173.3975,4386.7,25.0,0.0,96.98,0.0,51.42,173.4
2024-01-01 02:00:00,Line_1,,,100.0,0.1,0.0,0.1,355.92,0.842,0.0,0.1,0.0,0.1,455.92,113.98,4500.679999999999,25.0,0.0,88.98,0.0,0.0,113.98
2024-01-01 02:15:00,Line_1,,,100.0,0.1,0.0,0.1,368.1,0.831,0.0,0.1,0.0,0.1,468.1,117.025,4617.7,25.0,0.0,92.02,0.0,0.0,117.02
2024-01-01 02:30:00,Line_1,,,100.0,0.1,0.0,0.1,0.0,0.1,0.0,0.1,0.0,0.1,100.0,25.0,4642.7,25.0,0.0,0.0,0.0,0.0,25.0
2024-01-01 02:45:00,Line_1,,,100.0,0.1,136.48,0.854,0.0,0.1,0.0,0.1,0.0,0.1,236.48,59.12,4701.82,25.0,34.12,0.0,0.0,0.0,59.12
2024-01-01 03:00:00,Line_1,,,100.0,0.1,146.31,0.899,0.0,0.1,0.0,0.1,0.0,0.1,246.31,61.5775,4763.4,25.0,36.58,0.0,0.0,0.0,61.58
2024-01-01 03:15:00,Line_1,Engine Block,01_Line_1_B02,2046.56,0.977,127.42,0.882,392.95,0.825,0.0,0.1,0.0,0.1,2566.93,641.7325,5405.139999999999,511.64,31.86,98.24,0.0,0.0,641.74
2024-01-01 03:30:00,Line_1,Engine Block,01_Line_1_B02,2178.09,0.952,138.25,0.852,384.74,0.816,0.0,0.1,0.0,0.1,2701.08,675.27,6080.4,544.52,34.56,96.18,0.0,0.0,675.26
2024-01-01 03:45:00,Line_1,Engine Block,01_Line_1_B02,2069.62,0.975,137.73,0.851,373.85,0.817,0.0,0.1,0.0,0.1,2581.21,645.3025,6725.69,517.4,34.43,93.46,0.0,0.0,645.29
2024-01-01 04:00:00,Line_1,Engine Block,01_Line_1_B02,2190.51,0.955,143.01,0.866,356.18,0.834,0.0,0.1,0.0,0.1,2689.7,672.425,7398.11,547.63,35.75,89.04,0.0,0.0,672.42
2024-01-01 04:15:00,Line_1,Engine Block,01_Line_1_B02,2138.3,0.973,135.08,0.871,367.34,0.81,0.0,0.1,209.9,0.745,2850.63,712.6575,8110.78,534.58,33.77,91.84,0.0,52.48,712.67
2024-01-01 04:30:00,Line_1,Engine Block,01_Line_1_B02,2098.83,0.954,134.3,0.862,390.3,0.816,0.0,0.1,216.19,0.73,2839.62,709.905,8820.699999999999,524.71,33.58,97.58,0.0,54.05,709.92
2024-01-01 04:45:00,Line_1,,,100.0,0.1,0.0,0.1,364.13,0.826,72.7,0.912,198.5,0.744,735.34,183.835,9004.529999999999,25.0,0.0,91.03,18.18,49.62,183.83
2024-01-01 05:00:00,Line_1,,,100.0,0.1,0.0,0.1,397.1,0.81,0.0,0.1,216.53,0.722,713.63,178.4075,9182.939999999999,25.0,0.0,99.28,0.0,54.13,178.41
2024-01-01 05:15:00,Line_1,,,100.0,0.1,0.0,0.1,369.31,0.813,0.0,0.1,0.0,0.1,469.31,117.3275,9300.269999999999,25.0,0.0,92.33,0.0,0.0,117.33
2024-01-01 05:30:00,Line_1,,,100.0,0.1,0.0,0.1,358.57,0.805,0.0,0.1,0.0,0.1,458.57,114.6425,9414.909999999998,25.0,0.0,89.64,0.0,0.0,114.64
2024-01-01 05:45:00,Line_1,,,100.0,0.1,0.0,0.1,0.0,0.1,0.0,0.1,0.0,0.1,100.0,25.0,9439.909999999998,25.0,0.0,0.0,0.0,0.0,25.0
2024-01-01 06:00:00,Line_1,,,100.0,0.1,124.08,0.899,0.0,0.1,0.0,0.1,0.0,0.1,224.08,56.02,9495.929999999998,25.0,31.02,0.0,0.0,0.0,56.02
2024-01-01 06:15:00,Line_1,,,100.0,0.1,148.51,0.894,0.0,0.1,0.0,0.1,0.0,0.1,248.51,62.1275,9558.059999999998,25.0,37.13,0.0,0.0,0.0,62.13
2024-01-01 06:30:00,Line_1,Engine Block,01_Line_1_B03,2101.37,0.951,134.6,0.899,354.62,0.835,0.0,0.1,0.0,0.1,2590.59,647.6475,10205.709999999997,525.34,33.65,88.66,0.0,0.0,647.65
2024-01-01 06:45:00,Line_1,Engine Block,01_Line_1_B03,2035.13,0.973,133.27,0.878,361.93,0.848,0.0,0.1,0.0,0.1,2530.33,632.5825,10838.289999999997,508.78,33.32,90.48,0.0,0.0,632.58
2024-01-01 07:00:00,Line_1,Engine Block,01_Line_1_B03,2170.76,0.979,124.31,0.851,373.33,0.83,0.0,0.1,0.0,0.1,2668.4,667.1,11505.389999999998,542.69,31.08,93.33,0.0,0.0,667.1
2024-01-01 07:15:00,Line_1,Engine Block,01_Line_1_B03,2046.72,0.971,123.36,0.881,368.68,0.818,0.0,0.1,0.0,0.1,2538.77,634.6925,12140.079999999998,511.68,30.84,92.17,0.0,0.0,634.69
2024-01-01 07:30:00,Line_1,Engine Block,01_Line_1_B03,2178.97,0.961,135.74,0.863,376.56,0.84,0.0,0.1,184.17,0.73,2875.44,718.86,12858.939999999999,544.74,33.94,94.14,0.0,46.04,718.86
2024-01-01 07:45:00,Line_1,Engine Block,01_Line_1_B03,2124.73,0.967,144.06,0.877,369.67,0.817,0.0,0.1,185.15,0.729,2823.61,705.9025,13564.849999999999,531.18,36.02,92.42,0.0,46.29,705.91
2024-01-01 08:00:00,Line_1,,,100.0,0.1,0.0,0.1,351.08,0.801,51.22,0.923,189.52,0.744,691.81,172.9525,13737.8,25.0,0.0,87.77,12.8,47.38,172.95
2024-01-01 08:15:00,Line_1,,,100.0,0.1,0.0,0.1,382.14,0.803,0.0,0.1,209.04,0.749,691.19,172.7975,13910.599999999999,25.0,0.0,95.54,0.0,52.26,172.8
2024-01-01 08:30:00,Line_1,,,100.0,0.1,0.0,0.1,382.77,0.837,0.0,0.1,0.0,0.1,482.77,120.6925,14031.289999999999,25.0,0.0,95.69,0.0,0.0,120.69
2024-01-01 08:45:00,Line_1,,,100.0,0.1,0.0,0.1,366.07,0.8,0.0,0.1,0.0,0.1,466.07,116.5175,14147.81,25.0,0.0,91.52,0.0,0.0,116.52
2024-01-01 09:00:00,Line_1,,,100.0,0.1,0.0,0.1,0.0,0.1,0.0,0.1,0.0,0.1,100.0,25.0,14172.81,25.0,0.0,0.0,0.0,0.0,25.0
2024-01-01 09:15:00,Line_1,,,100.0,0.1,140.37,0.886,0.0,0.1,0.0,0.1,0.0,0.1,240.37,60.0925,14232.9,25.0,35.09,0.0,0.0,0.0,60.09
2024-01-01 09:30:00,Line_1,,,100.0,0.1,134.3,0.86,0.0,0.1,0.0,0.1,0.0,0.1,234.3,58.575,14291.48,25.0,33.58,0.0,0.0,0.0,58.58
2024-01-01 09:45:00,Line_1,Engine Block,01_Line_1_B04,2106.27,0.967,147.68,0.875,381.07,0.833,0.0,0.1,0.0,0.1,2635.02,658.755,14950.24,526.57,36.92,95.27,0.0,0.0,658.76
2024-01-01 10:00:00,Line_1,Engine Block,01_Line_1_B04,2118.78,0.969,134.86,0.859,394.31,0.849,0.0,0.1,0.0,0.1,2647.94,661.985,15612.24,529.7,33.72,98.58,0.0,0.0,662.0
2024-01-01 10:15:00,Line_1,Engine Block,01_Line_1_B04,2142.16,0.964,143.33,0.862,388.87,0.811,0.0,0.1,0.0,0.1,2674.35,668.5875,16280.83,535.54,35.83,97.22,0.0,0.0,668.59
2024-01-01 10:30:00,Line_1,Engine Block,01_Line_1_B04,2076.69,0.961,129.12,0.89,355.6,0.805,0.0,0.1,0.0,0.1,2561.42,640.355,16921.18,519.17,32.28,88.9,0.0,0.0,640.35
2024-01-01 10:45:00,Line_1,Engine Block,01_Line_1_B04,2103.15,0.953,120.59,0.872,365.31,0.801,0.0,0.1,187.82,0.72,2776.87,694.2175,17615.41,525.79,30.15,91.33,0.0,46.96,694.23
2024-01-01 11:00:00,Line_1,Engine Block,01_Line_1_B04,2044.86,0.971,125.35,0.857,388.66,0.819,0.0,0.1,208.21,0.735,2767.08,691.77,18307.18,511.22,31.34,97.16,0.0,52.05,691.77
2024-01-01 11:15:00,Line_1,,,100.0,0.1,0.0,0.1,387.6,0.802,65.56,0.903,198.57,0.708,751.73,187.9325,18495.11,25.0,0.0,96.9,16.39,49.64,187.93
2024-01-01 11:30:00,Line_1,,,100.0,0.1,0.0,0.1,362.83,0.816,0.0,0.1,207.84,0.741,670.67,167.6675,18662.78,25.0,0.0,90.71,0.0,51.96,167.67
2024-01-01 11:45:00,Line_1,,,100.0,0.1,0.0,0.1,391.54,0.816,0.0,0.1,0.0,0.1,491.54,122.885,18785.66,25.0,0.0,97.88,0.0,0.0,122.88
2024-01-01 12:00:00,Line_1,,,100.0,0.1,0.0,0.1,364.04,0.802,0.0,0.1,0.0,0.1,464.04,116.01,18901.67,25.0,0.0,91.01,0.0,0.0,116.01
2024-01-01 12:15:00,Line_1,,,100.0,0.1,0.0,0.1,0.0,0.1,0.0,0.1,0.0,0.1,100.0,25.0,18926.67,25.0,0.0,0.0,0.0,0.0,25.0
2024-01-01 12:30:00,Line_1,,,100.0,0.1,145.43,0.9,0.0,0.1,0.0,0.1,0.0,0.1,245.43,61.3575,18988.03,25.0,36.36,0.0,0.0,0.0,61.36
2024-01-01 12:45:00,Line_1,,,100.0,0.1,146.92,0.856,0.0,0.1,0.0,0.1,0.0,0.1,246.92,61.73,19049.76,25.0,36.73,0.0,0.0,0.0,61.73
2024-01-01 13:00:00,Line_1,Engine Block,01_Line_1_B05,2194.33,0.955,128.65,0.885,384.77,0.842,0.0,0.1,0.0,0.1,2707.74,676.935,19726.69,548.58,32.16,96.19,0.0,0.0,676.93
2024-01-01 13:15:00,Line_1,Engine Block,01_Line_1_B05,2078.0,0.966,142.25,0.851,385.23,0.814,0.0,0.1,0.0,0.1,2605.48,651.37,20378.059999999998,519.5,35.56,96.31,0.0,0.0,651.37
2024-01-01 13:30:00,Line_1,Engine Block,01_Line_1_B05,2156.66,0.98,127.04,0.882,385.81,0.801,0.0,0.1,0.0,0.1,2669.51,667.3775,21045.429999999997,539.16,31.76,96.45,0.0,0.0,667.37
2024-01-01 13:45:00,Line_1,Engine Block,01_Line_1_B05,2070.56,0.975,142.24,0.852,357.49,0.832,0.0,0.1,0.0,0.1,2570.3,642.575,21687.999999999996,517.64,35.56,89.37,0.0,0.0,642.57
2024-01-01 14:00:00,Line_1,Engine Block,01_Line_1_B05,2106.94,0.968,138.42,0.858,381.71,0.82,0.0,0.1,202.65,0.747,2829.72,707.43,22395.429999999997,526.74,34.6,95.43,0.0,50.66,707.43
2024-01-01 14:15:00,Line_1,Engine Block,01_Line_1_B05,2169.07,0.96,144.47,0.872,360.89,0.801,0.0,0.1,187.97,0.72,2862.4,715.6,23111.029999999995,542.27,36.12,90.22,0.0,46.99,715.6
2024-01-01 14:30:00,Line_1,,,100.0,0.1,0.0,0.1,361.03,0.806,70.45,0.932,215.01,0.716,746.49,186.6225,23297.649999999994,25.0,0.0,90.26,17.61,53.75,186.62
2024-01-01 14:45:00,Line_1,,,100.0,0.1,0.0,0.1,396.96,0.836,0.0,0.1,192.9,0.706,689.86,172.465,23470.109999999993,25.0,0.0,99.24,0.0,48.22,172.46
