Timestamp,Total_Foundry_Load_KW,Solar_Gen_KW,Solar_Consumed_KW,Grid_Draw_KW,Solar_Wasted_KW,Solar_Fraction
2024-01-01 00:00:00,7061.03,0.0,0.0,7061.03,0.0,0.0
2024-01-01 00:15:00,6831.57,0.0,0.0,6831.57,0.0,0.0
2024-01-01 00:30:00,7025.1900000000005,0.0,0.0,7025.1900000000005,0.0,0.0
2024-01-01 00:45:00,6915.27,0.0,0.0,6915.27,0.0,0.0
2024-01-01 01:00:00,5880.09,0.0,0.0,5880.09,0.0,0.0
2024-01-01 01:15:00,4056.24,0.0,0.0,4056.24,0.0,0.0
2024-01-01 01:30:00,3565.96,0.0,0.0,3565.96,0.0,0.0
2024-01-01 01:45:00,3349.8,0.0,0.0,3349.8,0.0,0.0
2024-01-01 02:00:00,4765.42,0.0,0.0,4765.42,0.0,0.0
2024-01-01 02:15:00,4886.08,0.0,0.0,4886.08,0.0,0.0
2024-01-01 02:30:00,4447.6,0.0,0.0,4447.6,0.0,0.0
2024-01-01 02:45:00,2972.07,0.0,0.0,2972.07,0.0,0.0
2024-01-01 03:00:00,3220.98,0.0,0.0,3220.98,0.0,0.0
2024-01-01 03:15:00,5356.29,0.0,0.0,5356.29,0.0,0.0
2024-01-01 03:30:00,5387.07,0.0,0.0,5387.07,0.0,0.0
2024-01-01 03:45:00,5214.84,0.0,0.0,5214.84,0.0,0.0
2024-01-01 04:00:00,7133.639999999999,0.0,0.0,7133.639999999999,0.0,0.0
2024-01-01 04:15:00,5602.24,0.0,0.0,5602.24,0.0,0.0
2024-01-01 04:30:00,7388.26,0.0,0.0,7388.26,0.0,0.0
2024-01-01 04:45:00,5080.38,0.0,0.0,5080.38,0.0,0.0
2024-01-01 05:00:00,3457.11,0.0,0.0,3457.11,0.0,0.0
2024-01-01 05:15:00,3152.81,0.0,0.0,3152.81,0.0,0.0
2024-01-01 05:30:00,3313.9300000000003,0.0,0.0,3313.9300000000003,0.0,0.0
2024-01-01 05:45:00,1212.19,0.0,0.0,1212.19,0.0,0.0
2024-01-01 06:00:00,4597.35,0.0,0.0,4597.35,0.0,0.0
2024-01-01 06:15:00,4572.7,79.69,79.69,4493.01,0.0,0.01742734052091762
2024-01-01 06:30:00,6728.969999999999,159.38,159.38,6569.589999999999,0.0,0.023685645797202247
2024-01-01 06:45:00,6920.6,239.06,239.06,6681.54,0.0,0.034543247695286536
2024-01-01 07:00:00,5721.42,318.75,318.75,5402.67,0.0,0.055711693950103294
2024-01-01 07:15:00,3756.73,1120.94,1120.94,2635.79,0.0,0.2983818373958203
2024-01-01 07:30:00,5702.219999999999,1923.12,1923.12,3779.0999999999995,0.0,0.33725812052148113
2024-01-01 07:45:00,5438.24,2725.31,2725.31,2712.93,0.0,0.50113823589985
2024-01-01 08:00:00,4940.66,3527.5,3527.5,1413.1599999999999,0.0,0.7139734367473172
2024-01-01 08:15:00,5075.33,4664.38,4664.38,410.9499999999998,0.0,0.919029895592996
2024-01-01 08:30:00,5074.32,5801.25,5074.32,0.0,726.9300000000003,1.0
2024-01-01 08:45:00,3126.02,6938.12,3126.02,0.0,3812.1,1.0
2024-01-01 09:00:00,3153.06,8075.0,3153.06,0.0,4921.9400000000005,1.0
2024-01-01 09:15:00,2979.2299999999996,9100.31,2979.2299999999996,0.0,6121.08,1.0
2024-01-01 09:30:00,2800.78,10125.62,2800.78,0.0,7324.84,1.0
2024-01-01 09:45:00,5368.5599999999995,11150.94,5368.5599999999995,0.0,5782.380000000001,1.0
2024-01-01 10:00:00,7191.56,12176.25,7191.56,0.0,4984.69,1.0
2024-01-01 10:15:00,5343.42,12920.0,5343.42,0.0,7576.58,1.0
2024-01-01 10:30:00,6975.74,13663.75,6975.74,0.0,6688.01,1.0
2024-01-01 10:45:00,6990.349999999999,14407.5,6990.349999999999,0.0,7417.150000000001,1.0
2024-01-01 11:00:00,5547.07,15151.25,5547.07,0.0,9604.18,1.0
2024-01-01 11:15:00,3580.25,15539.06,3580.25,0.0,11958.81,1.0
2024-01-01 11:30:00,3424.2799999999997,15926.88,3424.2799999999997,0.0,12502.599999999999,1.0
2024-01-01 11:45:00,1563.5800000000002,16314.69,1563.5800000000002,0.0,14751.11,1.0
2024-01-01 12:00:00,4547.960000000001,16702.5,4547.960000000001,0.0,12154.539999999999,1.0
2024-01-01 12:15:00,4076.29,16681.25,4076.29,0.0,12604.96,1.0
2024-01-01 12:30:00,4139.8099999999995,16660.0,4139.8099999999995,0.0,12520.19,1.0
2024-01-01 12:45:00,4171.84,16638.75,4171.84,0.0,12466.91,1.0
2024-01-01 13:00:00,3842.67,16617.5,3842.67,0.0,12774.83,1.0
2024-01-01 13:15:00,3611.37,16224.38,3611.37,0.0,12613.009999999998,1.0
2024-01-01 13:30:00,4917.070000000001,15831.25,4917.070000000001,0.0,10914.18,1.0
2024-01-01 13:45:00,4791.120000000001,15438.12,4791.120000000001,0.0,10647.0,1.0
2024-01-01 14:00:00,6220.889999999999,15045.0,6220.889999999999,0.0,8824.11,1.0
2024-01-01 14:15:00,6260.6900000000005,14354.38,6260.6900000000005,0.0,8093.689999999999,1.0
2024-01-01 14:30:00,2942.59,13663.75,2942.59,0.0,10721.16,1.0
2024-01-01 14:45:00,1537.91,12973.13,1537.91,0.0,11435.22,1.0
2024-01-01 15:00:00,2746.8600000000006,12282.5,2746.8600000000006,0.0,9535.64,1.0
2024-01-01 15:15:00,2692.71,11220.0,2692.71,0.0,8527.29,1.0
2024-01-01 15:30:00,2351.23,10157.5,2351.23,0.0,7806.27,1.0
2024-01-01 15:45:00,2332.4,9095.0,2332.4,0.0,6762.6,1.0
2024-01-01 16:00:00,2334.5600000000004,8032.5,2334.5600000000004,0.0,5697.94,1.0
2024-01-01 16:15:00,4703.139999999999,6954.06,4703.139999999999,0.0,2250.920000000001,1.0
2024-01-01 16:30:00,5914.629999999999,5875.63,5875.63,38.99999999999909,0.0,0.9934061809445394
2024-01-01 16:45:00,4927.919999999999,4797.19,4797.19,130.72999999999956,0.0,0.9734715660968523
2024-01-01 17:00:00,4914.48,3718.75,3718.75,1195.7299999999996,0.0,0.7566924679721965
2024-01-01 17:15:00,5127.83,2900.63,2900.63,2227.2,0.0,0.565664228338303
2024-01-01 17:30:00,3630.9,2082.5,2082.5,1548.4,0.0,0.573549257759784
2024-01-01 17:45:00,1397.23,1264.38,1264.38,132.8499999999999,0.0,0.9049190183434367
2024-01-01 18:00:00,3942.0699999999997,446.25,446.25,3495.8199999999997,0.0,0.11320194720032876
2024-01-01 18:15:00,3878.16,334.69,334.69,3543.47,0.0,0.08630123563751882
2024-01-01 18:30:00,3910.3,223.12,223.12,3687.1800000000003,0.0,0.05705956064752065
2024-01-01 18:45:00,2279.35,111.56,111.56,2167.79,0.0,0.048943777831399304
2024-01-01 19:00:00,1200.0500000000002,0.0,0.0,1200.0500000000002,0.0,0.0
2024-01-01 19:15:00,1186.39,0.0,0.0,1186.39,0.0,0.0
2024-01-01 19:30:00,4924.61,0.0,0.0,4924.61,0.0,0.0
2024-01-01 19:45:00,4777.27,0.0,0.0,4777.27,0.0,0.0
2024-01-01 20:00:00,6123.610000000001,0.0,0.0,6123.610000000001,0.0,0.0
2024-01-01 20:15:00,6009.62,0.0,0.0,6009.62,0.0,0.0
2024-01-01 20:30:00,4953.61,0.0,0.0,4953.61,0.0,0.0
2024-01-01 20:45:00,3723.1499999999996,0.0,0.0,3723.1499999999996,0.0,0.0
2024-01-01 21:00:00,3049.85,0.0,0.0,3049.85,0.0,0.0
2024-01-01 21:15:00,2920.16,0.0,0.0,2920.16,0.0,0.0
2024-01-01 21:30:00,2617.4900000000002,0.0,0.0,2617.4900000000002,0.0,0.0
2024-01-01 21:45:00,2522.05,0.0,0.0,2522.05,0.0,0.0
2024-01-01 22:00:00,751.15,0.0,0.0,751.15,0.0,0.0
2024-01-01 22:15:00,674.87,0.0,0.0,674.87,0.0,0.0
2024-01-01 22:30:00,596.26,0.0,0.0,596.26,0.0,0.0
2024-01-01 22:45:00,589.29,0.0,0.0,589.29,0.0,0.0
2024-01-01 23:00:00,300.0,0.0,0.0,300.0,0.0,0.0
2024-01-01 23:15:00,300.0,0.0,0.0,300.0,0.0,0.0
2024-01-01 23:30:00,300.0,0.0,0.0,300.0,0.0,0.0
2024-01-01 23:45:00,300.0,0.0,0.0,300.0,0.0,0.0
2024-01-02 00:00:00,6718.08,0.0,0.0,6718.08,0.0,0.0
2024-01-02 00:15:00,6850.169999999999,0.0,0.0,6850.169999999999,0.0,0.0
2024-01-02 00:30:00,6877.9400000000005,0.0,0.0,6877.9400000000005,0.0,0.0
2024-01-02 00:45:00,6934.209999999999,0.0,0.0,6934.209999999999,0.0,0.0
2024-01-02 01:00:00,5691.29,0.0,0.0,5691.29,0.0,0.0
2024-01-02 01:15:00,3912.99,0.0,0.0,3912.99,0.0,0.0
2024-01-02 01:30:00,3499.23,0.0,0.0,3499.23,0.0,0.0
2024-01-02 01:45:00,3339.67,0.0,0.0,3339.67,0.0,0.0
2024-01-02 02:00:00,4998.32,0.0,0.0,4998.32,0.0,0.0
2024-01-02 02:15:00,4780.98,0.0,0.0,4780.98,0.0,0.0
2024-01-02 02:30:00,4590.98,0.0,0.0,4590.98,0.0,0.0
2024-01-02 02:45:00,3054.7,0.0,0.0,3054.7,0.0,0.0
2024-01-02 03:00:00,3247.84,0.0,0.0,3247.84,0.0,0.0
2024-01-02 03:15:00,5287.58,0.0,0.0,5287.58,0.0,0.0
2024-01-02 03:30:00,5274.3,0.0,0.0,5274.3,0.0,0.0
2024-01-02 03:45:00,5316.040000000001,0.0,0.0,5316.040000000001,0.0,0.0
2024-01-02 04:00:00,6998.85,0.0,0.0,6998.85,0.0,0.0
2024-01-02 04:15:00,5334.6900000000005,0.0,0.0,5334.6900000000005,0.0,0.0
2024-01-02 04:30:00,7207.65,0.0,0.0,7207.65,0.0,0.0
2024-01-02 04:45:00,5160.74,0.0,0.0,5160.74,0.0,0.0
2024-01-02 05:00:00,3406.29,0.0,0.0,3406.29,0.0,0.0
2024-01-02 05:15:00,3377.5,0.0,0.0,3377.5,0.0,0.0
2024-01-02 05:30:00,3196.2299999999996,0.0,0.0,3196.2299999999996,0.0,0.0
2024-01-02 05:45:00,1178.25,0.0,0.0,1178.25,0.0,0.0
