Timestamp,Line_ID,Part_Produced,Batch_ID,Melting_KW,Melting_PF,Core_Making_KW,Core_Making_PF,Moulding_KW,Moulding_PF,Ladle_KW,Ladle_PF,Processing_KW,Processing_PF,Total_Line_KW,Energy_kWh,Meter_Reading_kWh,Melting_kWh,Core_Making_kWh,Moulding_kWh,Ladle_kWh,Processing_kWh,Total_Line_kWh
2024-01-01 00:00:00,Line_3,Cylinder Liner,01_Line_3_B01,1775.48,0.975,39.22,0.883,249.96,0.826,0.0,0.1,0.0,0.1,2064.66,516.165,516.16,443.87,9.8,62.49,0.0,0.0,516.16
2024-01-01 00:15:00,Line_3,Cylinder Liner,01_Line_3_B01,1617.59,0.97,33.01,0.886,236.33,0.839,0.0,0.1,0.0,0.1,1886.92,471.73,987.89,404.4,8.25,59.08,0.0,0.0,471.73
2024-01-01 00:30:00,Line_3,Cylinder Liner,01_Line_3_B01,1776.35,0.965,41.48,0.865,215.34,0.845,0.0,0.1,0.0,0.1,2033.17,508.2925,1496.19,444.09,10.37,53.84,0.0,0.0,508.3
2024-01-01 00:45:00,Line_3,Cylinder Liner,01_Line_3_B01,1700.22,0.971,32.76,0.865,200.94,0.82,0.0,0.1,0.0,0.1,1933.92,483.48,1979.68,425.06,8.19,50.24,0.0,0.0,483.49
2024-01-01 01:00:00,Line_3,,,100.0,0.1,0.0,0.1,231.98,0.811,46.58,0.931,133.71,0.716,512.27,128.0675,2107.75,25.0,0.0,58.0,11.64,33.43,128.07
2024-01-01 01:15:00,Line_3,,,100.0,0.1,0.0,0.1,238.45,0.807,0.0,0.1,141.72,0.729,480.17,120.0425,2227.79,25.0,0.0,59.61,0.0,35.43,120.04
2024-01-01 01:30:00,Line_3,,,100.0,0.1,49.08,0.878,237.0,0.812,0.0,0.1,0.0,0.1,386.08,96.52,2324.31,25.0,12.27,59.25,0.0,0.0,96.52
2024-01-01 01:45:00,Line_3,,,100.0,0.1,38.69,0.894,229.4,0.85,0.0,0.1,0.0,0.1,368.09,92.0225,2416.33,25.0,9.67,57.35,0.0,0.0,92.02
2024-01-01 02:00:00,Line_3,Cylinder Liner,01_Line_3_B02,1782.41,0.957,36.1,0.853,243.01,0.831,0.0,0.1,0.0,0.1,2061.52,515.38,2931.7,445.6,9.02,60.75,0.0,0.0,515.37
2024-01-01 02:15:00,Line_3,Cylinder Liner,01_Line_3_B02,1782.65,0.977,46.88,0.855,222.03,0.824,0.0,0.1,0.0,0.1,2051.56,512.89,3444.5899999999997,445.66,11.72,55.51,0.0,0.0,512.89
2024-01-01 02:30:00,Line_3,Cylinder Liner,01_Line_3_B02,1606.07,0.971,39.88,0.854,234.22,0.837,0.0,0.1,0.0,0.1,1880.17,470.0425,3914.64,401.52,9.97,58.56,0.0,0.0,470.05
2024-01-01 02:45:00,Line_3,Cylinder Liner,01_Line_3_B02,1713.46,0.973,39.02,0.864,229.29,0.807,0.0,0.1,0.0,0.1,1981.77,495.4425,4410.08,428.36,9.76,57.32,0.0,0.0,495.44
2024-01-01 03:00:00,Line_3,,,100.0,0.1,0.0,0.1,203.76,0.815,49.62,0.919,142.25,0.731,495.63,123.9075,4533.98,25.0,0.0,50.94,12.4,35.56,123.9
2024-01-01 03:15:00,Line_3,,,100.0,0.1,0.0,0.1,202.81,0.802,0.0,0.1,121.76,0.713,424.58,106.145,4640.12,25.0,0.0,50.7,0.0,30.44,106.14
2024-01-01 03:30:00,Line_3,,,100.0,0.1,35.11,0.884,210.34,0.803,0.0,0.1,0.0,0.1,345.45,86.3625,4726.48,25.0,8.78,52.58,0.0,0.0,86.36
2024-01-01 03:45:00,Line_3,,,100.0,0.1,44.53,0.873,220.81,0.834,0.0,0.1,0.0,0.1,365.33,91.3325,4817.8099999999995,25.0,11.13,55.2,0.0,0.0,91.33
2024-01-01 04:00:00,Line_3,Cylinder Liner,01_Line_3_B03,1630.36,0.976,45.8,0.898,217.0,0.806,0.0,0.1,0.0,0.1,1893.16,473.29,5291.099999999999,407.59,11.45,54.25,0.0,0.0,473.29
2024-01-01 04:15:00,Line_3,Cylinder Liner,01_Line_3_B03,1714.09,0.972,41.39,0.858,228.96,0.827,0.0,0.1,0.0,0.1,1984.44,496.11,5787.209999999999,428.52,10.35,57.24,0.0,0.0,496.11
2024-01-01 04:30:00,Line_3,Cylinder Liner,01_Line_3_B03,1739.89,0.976,44.24,0.872,211.67,0.85,0.0,0.1,0.0,0.1,1995.8,498.95,6286.159999999999,434.97,11.06,52.92,0.0,0.0,498.95
2024-01-01 04:45:00,Line_3,Cylinder Liner,01_Line_3_B03,1779.46,0.971,45.68,0.877,237.71,0.806,0.0,0.1,0.0,0.1,2062.86,515.715,6801.869999999999,444.86,11.42,59.43,0.0,0.0,515.71
2024-01-01 05:00:00,Line_3,,,100.0,0.1,0.0,0.1,243.52,0.849,44.73,0.914,138.41,0.71,526.67,131.6675,6933.529999999999,25.0,0.0,60.88,11.18,34.6,131.66
2024-01-01 05:15:00,Line_3,,,100.0,0.1,0.0,0.1,226.2,0.847,0.0,0.1,125.44,0.709,451.64,112.91,7046.439999999999,25.0,0.0,56.55,0.0,31.36,112.91
2024-01-01 05:30:00,Line_3,,,100.0,0.1,35.87,0.853,223.67,0.816,0.0,0.1,0.0,0.1,359.54,89.885,7136.329999999999,25.0,8.97,55.92,0.0,0.0,89.89
2024-01-01 05:45:00,Line_3,,,100.0,0.1,41.26,0.866,221.51,0.809,0.0,0.1,0.0,0.1,362.77,90.6925,7227.029999999999,25.0,10.32,55.38,0.0,0.0,90.7
2024-01-01 06:00:00,Line_3,Cylinder Liner,01_Line_3_B04,1645.8,0.959,46.11,0.856,247.15,0.835,0.0,0.1,0.0,0.1,1939.06,484.765,7711.799999999999,411.45,11.53,61.79,0.0,0.0,484.77
2024-01-01 06:15:00,Line_3,Cylinder Liner,01_Line_3_B04,1647.76,0.964,40.07,0.867,244.83,0.828,0.0,0.1,0.0,0.1,1932.66,483.165,8194.97,411.94,10.02,61.21,0.0,0.0,483.17
2024-01-01 06:30:00,Line_3,Cylinder Liner,01_Line_3_B04,1611.91,0.966,37.33,0.855,214.17,0.837,0.0,0.1,0.0,0.1,1863.41,465.8525,8660.82,402.98,9.33,53.54,0.0,0.0,465.85
2024-01-01 06:45:00,Line_3,Cylinder Liner,01_Line_3_B04,1726.93,0.961,44.11,0.863,235.93,0.812,0.0,0.1,0.0,0.1,2006.97,501.7425,9162.56,431.73,11.03,58.98,0.0,0.0,501.74
2024-01-01 07:00:00,Line_3,,,100.0,0.1,0.0,0.1,229.78,0.827,43.01,0.92,149.12,0.712,521.91,130.4775,9293.029999999999,25.0,0.0,57.44,10.75,37.28,130.47
2024-01-01 07:15:00,Line_3,,,100.0,0.1,0.0,0.1,238.52,0.848,0.0,0.1,136.38,0.749,474.9,118.725,9411.759999999998,25.0,0.0,59.63,0.0,34.1,118.73
2024-01-01 07:30:00,Line_3,,,100.0,0.1,32.17,0.853,217.73,0.806,0.0,0.1,0.0,0.1,349.9,87.475,9499.229999999998,25.0,8.04,54.43,0.0,0.0,87.47
2024-01-01 07:45:00,Line_3,,,100.0,0.1,44.22,0.876,208.19,0.832,0.0,0.1,0.0,0.1,352.4,88.1,9587.339999999998,25.0,11.06,52.05,0.0,0.0,88.11
2024-01-01 08:00:00,Line_3,Cylinder Liner,01_Line_3_B05,1713.64,0.956,32.31,0.882,246.39,0.839,0.0,0.1,0.0,0.1,1992.34,498.085,10085.429999999998,428.41,8.08,61.6,0.0,0.0,498.09
2024-01-01 08:15:00,Line_3,Cylinder Liner,01_Line_3_B05,1780.61,0.968,39.97,0.893,229.05,0.828,0.0,0.1,0.0,0.1,2049.63,512.4075,10597.829999999998,445.15,9.99,57.26,0.0,0.0,512.4
2024-01-01 08:30:00,Line_3,Cylinder Liner,01_Line_3_B05,1776.29,0.968,34.42,0.891,219.92,0.826,0.0,0.1,0.0,0.1,2030.63,507.6575,11105.479999999998,444.07,8.6,54.98,0.0,0.0,507.65
2024-01-01 08:45:00,Line_3,Cylinder Liner,01_Line_3_B05,1639.79,0.969,37.99,0.89,231.78,0.83,0.0,0.1,0.0,0.1,1909.56,477.39,11582.869999999997,409.95,9.5,57.94,0.0,0.0,477.39
2024-01-01 09:00:00,Line_3,,,100.0,0.1,0.0,0.1,239.94,0.835,47.75,0.929,121.49,0.746,509.18,127.295,11710.159999999998,25.0,0.0,59.98,11.94,30.37,127.29
2024-01-01 09:15:00,Line_3,,,100.0,0.1,0.0,0.1,204.21,0.844,0.0,0.1,137.76,0.725,441.97,110.4925,11820.649999999998,25.0,0.0,51.05,0.0,34.44,110.49
2024-01-01 09:30:00,Line_3,,,100.0,0.1,37.43,0.859,204.65,0.818,0.0,0.1,0.0,0.1,342.08,85.52,11906.169999999998,25.0,9.36,51.16,0.0,0.0,85.52
2024-01-01 09:45:00,Line_3,,,100.0,0.1,30.69,0.871,240.22,0.813,0.0,0.1,0.0,0.1,370.91,92.7275,11998.899999999998,25.0,7.67,60.06,0.0,0.0,92.73
2024-01-01 10:00:00,Line_3,Cylinder Liner,01_Line_3_B06,1749.57,0.961,40.41,0.887,234.8,0.821,0.0,0.1,0.0,0.1,2024.78,506.195,12505.089999999998,437.39,10.1,58.7,0.0,0.0,506.19
2024-01-01 10:15:00,Line_3,Cylinder Liner,01_Line_3_B06,1673.28,0.956,30.3,0.88,233.74,0.807,0.0,0.1,0.0,0.1,1937.32,484.33,12989.429999999998,418.32,7.58,58.44,0.0,0.0,484.34
2024-01-01 10:30:00,Line_3,Cylinder Liner,01_Line_3_B06,1671.56,0.979,35.16,0.885,210.45,0.808,0.0,0.1,0.0,0.1,1917.17,479.2925,13468.72,417.89,8.79,52.61,0.0,0.0,479.29
2024-01-01 10:45:00,Line_3,Cylinder Liner,01_Line_3_B06,1654.08,0.972,44.77,0.867,239.72,0.84,0.0,0.1,0.0,0.1,1938.57,484.6425,13953.359999999999,413.52,11.19,59.93,0.0,0.0,484.64
2024-01-01 11:00:00,Line_3,,,100.0,0.1,0.0,0.1,247.01,0.804,50.76,0.918,122.05,0.745,519.82,129.955,14083.31,25.0,0.0,61.75,12.69,30.51,129.95
2024-01-01 11:15:00,Line_3,,,100.0,0.1,0.0,0.1,223.2,0.836,0.0,0.1,132.48,0.729,455.69,113.9225,14197.23,25.0,0.0,55.8,0.0,33.12,113.92
2024-01-01 11:30:00,Line_3,,,100.0,0.1,47.59,0.89,200.17,0.832,0.0,0.1,0.0,0.1,347.76,86.94,14284.17,25.0,11.9,50.04,0.0,0.0,86.94
2024-01-01 11:45:00,Line_3,,,100.0,0.1,34.72,0.879,215.69,0.834,0.0,0.1,0.0,0.1,350.41,87.6025,14371.77,25.0,8.68,53.92,0.0,0.0,87.6
2024-01-01 12:00:00,Line_3,Cylinder Liner,01_Line_3_B07,1792.54,0.959,47.62,0.881,213.37,0.817,0.0,0.1,0.0,0.1,2053.53,513.3825,14885.15,448.14,11.9,53.34,0.0,0.0,513.38
2024-01-01 12:15:00,Line_3,Cylinder Liner,01_Line_3_B07,1741.4,0.968,30.26,0.869,234.29,0.85,0.0,0.1,0.0,0.1,2005.95,501.4875,15386.63,435.35,7.56,58.57,0.0,0.0,501.48
2024-01-01 12:30:00,Line_3,Cylinder Liner,01_Line_3_B07,1658.54,0.961,45.34,0.89,220.97,0.812,0.0,0.1,0.0,0.1,1924.85,481.2125,15867.849999999999,414.64,11.34,55.24,0.0,0.0,481.22
2024-01-01 12:45:00,Line_3,Cylinder Liner,01_Line_3_B07,1703.49,0.955,44.62,0.864,204.08,0.842,0.0,0.1,0.0,0.1,1952.18,488.045,16355.899999999998,425.87,11.16,51.02,0.0,0.0,488.05
2024-01-01 13:00:00,Line_3,,,100.0,0.1,0.0,0.1,238.92,0.829,43.7,0.928,141.59,0.743,524.21,131.0525,16486.949999999997,25.0,0.0,59.73,10.92,35.4,131.05
2024-01-01 13:15:00,Line_3,,,100.0,0.1,0.0,0.1,240.08,0.842,0.0,0.1,141.98,0.724,482.06,120.515,16607.459999999995,25.0,0.0,60.02,0.0,35.49,120.51
2024-01-01 13:30:00,Line_3,,,100.0,0.1,0.0,1.0,223.63,0.803,0.0,0.1,0.0,0.1,323.63,80.9075,16688.369999999995,25.0,0.0,55.91,0.0,0.0,80.91
2024-01-01 13:45:00,Line_3,,,100.0,0.1,0.0,1.0,218.18,0.848,0.0,0.1,0.0,0.1,318.18,79.545,16767.909999999996,25.0,0.0,54.54,0.0,0.0,79.54
2024-01-01 14:00:00,Line_3,Camshaft Pulley,01_Line_3_B08,1280.35,0.971,0.0,1.0,206.23,0.801,0.0,0.1,0.0,0.1,1486.58,371.645,17139.559999999998,320.09,0.0,51.56,0.0,0.0,371.65
2024-01-01 14:15:00,Line_3,Camshaft Pulley,01_Line_3_B08,1348.33,0.965,0.0,1.0,213.33,0.815,0.0,0.1,0.0,0.1,1561.67,390.4175,17529.969999999998,337.08,0.0,53.33,0.0,0.0,390.41
2024-01-01 14:30:00,Line_3,Camshaft Pulley,01_Line_3_B08,1393.35,0.962,0.0,1.0,219.3,0.846,0.0,0.1,0.0,0.1,1612.65,403.1625,17933.129999999997,348.34,0.0,54.82,0.0,0.0,403.16
